shot_id,phase,n_slices,n_ood_slices,r_OOD,train_fraction_membership
16222,train,17,0,0,"50,100"
16223,train,25,0,0,100
16224,train,31,0,0,"50,100"
16225,train,18,0,0,"50,100"
16226,train,15,0,0,100
16228,train,17,0,0,"50,100"
16229,train,20,0,0,"25,100"
16230,train,25,0,0,100
16231,train,31,0,0,100
16235,train,51,0,0,"50,100"
16237,train,31,0,0,"50,100"
16238,train,12,0,0,100
16239,train,30,0,0,100
16240,train,17,0,0,"25,100"
16241,train,34,0,0,"50,100"
16242,train,13,0,0,"25,50,100"
16244,train,45,0,0,100
16245,train,43,0,0,"25,50,100"
16246,train,44,0,0,"50,100"
16247,train,43,0,0,100
16248,train,44,0,0,"25,50,100"
16249,train,45,0,0,"25,100"
16251,train,50,0,0,100
16254,train,52,0,0,"25,100"
16255,train,39,0,0,"50,100"
16256,train,42,0,0,100
16257,train,39,0,0,100
16258,train,20,0,0,"50,100"
16259,train,18,0,0,"50,100"
16260,train,41,0,0,100
16261,train,48,0,0,100
16262,train,41,0,0,100
16263,train,49,0,0,100
16264,train,48,0,0,100
16265,train,51,0,0,"25,100"
16266,train,51,0,0,"50,100"
16267,train,48,0,0,100
16268,train,34,0,0,"50,100"
16269,train,40,0,0,"25,50,100"
16271,train,27,0,0,"1,100"
16272,train,23,0,0,"50,100"
16273,train,26,0,0,"25,50,100"
16274,train,26,0,0,"50,100"
16275,train,28,0,0,100
16276,train,21,0,0,100
16277,train,24,0,0,100
16278,train,28,0,0,"50,100"
16279,train,33,0,0,"50,100"
16281,train,29,0,0,"50,100"
16282,train,32,0,0,"25,100"
16283,train,24,0,0,"25,100"
16284,train,29,0,0,100
16287,train,54,0,0,"50,100"
16288,train,36,0,0,"50,100"
16289,train,33,0,0,100
16290,train,35,0,0,100
16291,train,35,0,0,100
16292,train,33,0,0,"50,100"
16293,train,34,0,0,"50,100"
16294,train,31,0,0,100
16295,train,32,0,0,"5,50,100"
16296,train,39,0,0,100
16297,train,37,0,0,"25,50,100"
16298,train,33,0,0,"50,100"
16299,train,32,0,0,"25,100"
16300,train,34,0,0,"50,100"
16301,train,30,0,0,100
16302,train,22,0,0,"25,100"
16303,train,18,0,0,100
16304,train,60,0,0,"50,100"
16310,train,54,0,0,100
16316,train,29,1,0.0344827586,"50,100"
16324,train,34,3,0.0882352941,"50,100"
16326,train,51,0,0,"5,50,100"
16327,train,51,0,0,"25,100"
16328,train,53,0,0,"50,100"
16329,train,42,0,0,"25,50,100"
16330,train,42,0,0,"50,100"
16333,train,46,0,0,100
16334,train,41,0,0,100
16335,train,42,0,0,"50,100"
16338,train,54,0,0,"50,100"
16339,train,48,0,0,100
16340,train,48,0,0,"50,100"
16341,train,47,0,0,"25,50,100"
16342,train,44,0,0,100
16344,train,46,0,0,"50,100"
16345,train,46,0,0,"50,100"
16346,train,30,0,0,100
16347,train,5,0,0,"5,100"
16349,train,19,0,0,100
16350,train,13,0,0,"25,100"
16352,train,27,0,0,100
16353,train,28,0,0,"25,50,100"
16357,train,55,0,0,"25,50,100"
16358,train,37,0,0,"50,100"
16359,train,12,0,0,100
16360,train,60,0,0,100
16362,train,32,0,0,"50,100"
16364,train,15,0,0,"50,100"
16367,train,24,0,0,"25,100"
16368,train,62,0,0,100
16369,train,16,0,0,"50,100"
16370,train,35,0,0,"50,100"
16372,train,33,0,0,100
16373,train,36,0,0,"50,100"
16374,train,37,0,0,100
16375,train,35,0,0,"25,50,100"
16376,train,36,0,0,100
16378,train,30,0,0,"50,100"
16379,train,33,0,0,"25,50,100"
16382,train,52,0,0,"50,100"
16384,train,17,0,0,"25,100"
16385,train,19,0,0,"25,100"
16388,train,13,0,0,"25,100"
16389,train,3,0,0,"5,50,100"
16390,train,23,0,0,"50,100"
16392,train,10,0,0,100
16394,train,20,0,0,"50,100"
16395,train,1,0,0,100
16396,train,9,0,0,100
16400,train,54,0,0,100
16402,train,43,0,0,100
16403,train,32,0,0,100
16404,train,48,0,0,100
16406,train,39,0,0,"50,100"
16407,train,48,0,0,"25,100"
16408,train,49,0,0,"50,100"
16409,train,46,0,0,100
16411,train,51,0,0,100
16412,train,48,0,0,100
16413,train,42,0,0,"25,100"
16419,train,54,0,0,"50,100"
16420,train,45,0,0,"50,100"
16421,train,39,0,0,100
16422,train,36,0,0,"50,100"
16423,train,38,0,0,"25,100"
16424,train,39,0,0,100
16425,train,35,0,0,"50,100"
16427,train,38,0,0,100
16428,train,37,0,0,"50,100"
16429,train,32,0,0,100
16430,train,29,0,0,"50,100"
16431,train,30,0,0,100
16432,train,3,0,0,"50,100"
16433,train,1,0,0,"50,100"
16437,train,40,0,0,100
16441,train,53,0,0,"25,100"
16442,train,30,0,0,"50,100"
16443,train,37,0,0,"5,25,50,100"
16445,train,25,2,0.08,"25,50,100"
16453,train,33,0,0,"25,50,100"
16454,train,25,0,0,"50,100"
16455,train,30,0,0,100
16456,train,33,0,0,100
16457,train,31,0,0,"50,100"
16458,train,28,0,0,100
16460,train,26,0,0,"50,100"
16461,train,32,0,0,"50,100"
16466,train,54,0,0,"5,25,50,100"
16468,train,40,0,0,"50,100"
16469,train,32,0,0,"25,100"
16470,train,31,0,0,"50,100"
16471,train,31,0,0,"25,100"
16472,train,48,0,0,"25,100"
16473,train,39,0,0,100
16474,train,42,0,0,"50,100"
16475,train,46,0,0,"50,100"
16476,train,40,0,0,"50,100"
16477,train,43,0,0,100
16479,train,51,0,0,"50,100"
16480,train,49,0,0,100
16481,train,31,0,0,"25,100"
16482,train,17,0,0,"50,100"
16483,train,36,0,0,100
16484,train,33,0,0,"50,100"
16485,train,14,0,0,100
16488,train,7,0,0,100
16542,train,4,0,0,"25,50,100"
16549,train,1,0,0,100
16552,train,10,0,0,100
16553,train,13,0,0,100
16568,train,10,0,0,100
16572,train,17,0,0,"5,50,100"
16573,train,21,0,0,100
16577,train,29,0,0,"5,50,100"
16578,train,37,0,0,100
16579,train,32,0,0,"50,100"
16581,train,18,0,0,"50,100"
16582,train,31,0,0,"50,100"
16583,train,22,0,0,"25,100"
16584,train,28,0,0,"50,100"
16588,train,43,0,0,"50,100"
16589,train,39,0,0,"50,100"
16590,train,36,0,0,100
16591,train,34,0,0,"25,100"
16592,train,37,0,0,"50,100"
16593,train,35,0,0,"25,100"
16594,train,44,0,0,"25,50,100"
16595,train,45,0,0,"1,100"
16598,train,35,0,0,"50,100"
16601,train,48,0,0,"25,100"
16602,train,21,0,0,"50,100"
16603,train,55,0,0,100
16607,train,5,0,0,"5,100"
16611,train,45,0,0,"50,100"
16615,train,36,0,0,"50,100"
16618,train,61,0,0,"50,100"
16620,train,57,0,0,"25,50,100"
16621,train,5,0,0,"25,100"
16622,train,40,0,0,100
16623,train,54,0,0,"50,100"
16624,train,7,0,0,"50,100"
16627,train,57,0,0,"25,100"
16629,train,50,0,0,100
16631,train,44,0,0,"25,100"
16635,train,51,0,0,"50,100"
16636,train,49,0,0,100
16637,train,55,0,0,"50,100"
16638,train,55,0,0,100
16639,train,55,0,0,100
16644,train,57,0,0,100
16648,train,53,0,0,"25,100"
16650,train,48,0,0,100
16651,train,58,0,0,"25,100"
16652,train,57,0,0,"25,100"
16663,train,1,0,0,100
16665,train,40,0,0,"50,100"
16667,train,22,0,0,100
16668,train,21,0,0,"50,100"
16669,train,18,0,0,"25,100"
16671,train,34,0,0,100
16673,train,37,0,0,"50,100"
16674,train,36,0,0,"50,100"
16675,train,37,0,0,"25,100"
16677,train,35,0,0,"25,50,100"
16678,train,35,0,0,"50,100"
16679,train,37,0,0,100
16680,train,34,0,0,"25,100"
16681,train,37,0,0,100
16682,train,35,0,0,"50,100"
16683,train,33,0,0,100
16684,train,36,0,0,"50,100"
16686,train,38,0,0,"50,100"
16687,train,36,0,0,100
16688,train,37,0,0,"50,100"
16689,train,37,0,0,100
16690,train,36,0,0,100
16691,train,37,0,0,"50,100"
16692,train,21,0,0,100
16695,train,15,0,0,"50,100"
16696,train,41,0,0,100
16697,train,34,0,0,"5,25,100"
16698,train,38,0,0,"5,100"
16699,train,30,0,0,100
16700,train,28,0,0,100
16701,train,37,0,0,100
16702,train,54,0,0,"50,100"
16703,train,56,0,0,100
16704,train,13,0,0,100
16705,train,8,0,0,100
16707,train,14,0,0,100
16708,train,36,0,0,"50,100"
16709,train,24,0,0,"25,100"
16711,train,4,0,0,"50,100"
16716,train,3,0,0,"50,100"
16718,train,16,0,0,100
16722,train,37,0,0,100
16723,train,39,0,0,100
16724,train,39,0,0,"50,100"
16725,train,25,0,0,100
16726,train,23,0,0,"50,100"
16727,train,26,0,0,"25,100"
16728,train,23,0,0,"50,100"
16729,train,26,0,0,100
16730,train,23,0,0,"50,100"
16731,train,13,0,0,"25,100"
16733,train,3,0,0,"25,50,100"
16734,train,25,0,0,"25,100"
16735,train,8,0,0,"50,100"
16736,train,19,0,0,"50,100"
16738,train,22,0,0,"50,100"
16743,train,20,0,0,100
16745,train,38,0,0,100
16748,train,39,0,0,100
16749,train,39,0,0,"50,100"
16750,train,38,0,0,"50,100"
16754,train,40,0,0,"25,100"
16769,train,18,0,0,"50,100"
16770,train,40,0,0,"50,100"
16771,train,55,0,0,"50,100"
16787,train,54,0,0,100
16789,train,52,0,0,"50,100"
16790,train,41,0,0,"50,100"
16791,train,47,0,0,"25,100"
16792,train,63,0,0,100
16793,train,62,0,0,100
16794,train,64,0,0,100
16795,train,43,0,0,"50,100"
16796,train,11,0,0,"25,50,100"
16797,train,28,0,0,"50,100"
16798,train,24,0,0,"50,100"
16799,train,9,0,0,100
16801,train,28,0,0,"25,100"
16802,train,21,0,0,"50,100"
16804,train,44,0,0,100
16805,train,13,0,0,"50,100"
16818,train,31,0,0,"50,100"
16820,train,12,0,0,"50,100"
16821,train,24,0,0,"50,100"
16822,train,25,0,0,"50,100"
16823,train,25,0,0,100
16825,train,24,0,0,"50,100"
16826,train,22,0,0,100
16827,train,25,0,0,"50,100"
16828,train,25,0,0,"50,100"
16831,train,38,0,0,100
16847,train,34,0,0,"25,100"
16850,train,64,0,0,100
16869,train,13,0,0,"50,100"
16919,train,13,0,0,"50,100"
16920,train,46,0,0,"50,100"
16921,train,6,0,0,"50,100"
16922,train,42,0,0,"50,100"
16923,train,41,0,0,"25,100"
16924,train,50,0,0,"25,100"
16927,train,42,0,0,100
16928,train,36,0,0,100
16929,train,44,0,0,"50,100"
16932,train,42,0,0,100
16936,train,28,0,0,"50,100"
16937,train,15,0,0,100
16938,train,21,0,0,"25,50,100"
16939,train,28,0,0,"50,100"
16940,train,29,0,0,100
16941,train,28,0,0,100
16942,train,19,0,0,"50,100"
16943,train,61,0,0,100
16944,train,68,0,0,"5,25,50,100"
16945,train,62,0,0,100
16948,train,47,0,0,"50,100"
16949,train,54,0,0,"50,100"
16950,train,39,0,0,"50,100"
16953,train,29,0,0,"50,100"
16954,train,5,0,0,"5,25,50,100"
16955,train,39,0,0,"50,100"
16956,train,39,0,0,100
16957,train,37,0,0,"50,100"
16958,train,24,0,0,100
16959,train,32,0,0,100
16960,train,30,0,0,100
16961,train,42,0,0,100
16964,train,17,0,0,"50,100"
16966,train,6,0,0,100
16967,train,6,0,0,100
16968,train,47,0,0,"25,100"
16969,train,7,0,0,100
16970,train,35,0,0,"50,100"
16971,train,31,0,0,"50,100"
16972,train,37,0,0,100
16973,train,25,0,0,"25,50,100"
16974,train,38,0,0,"25,50,100"
16976,train,38,0,0,"25,50,100"
16977,train,41,0,0,100
16978,train,40,0,0,"5,100"
16979,train,23,0,0,100
16980,train,15,0,0,100
16981,train,25,0,0,100
16984,train,7,0,0,100
16985,train,18,0,0,"50,100"
16986,train,14,0,0,"5,25,100"
16987,train,5,0,0,"25,50,100"
16988,train,18,0,0,"50,100"
16989,train,5,0,0,"50,100"
16990,train,36,0,0,"50,100"
16991,train,29,0,0,"50,100"
16992,train,28,0,0,100
16996,train,5,0,0,100
16999,train,34,0,0,"50,100"
17000,train,34,0,0,"25,100"
17001,train,35,0,0,"5,50,100"
17002,train,33,0,0,100
17003,train,27,0,0,"50,100"
17004,train,41,0,0,"25,50,100"
17005,train,40,0,0,"50,100"
17006,train,21,0,0,"25,100"
17021,train,42,0,0,"50,100"
17022,train,43,0,0,"1,50,100"
17024,train,33,0,0,"50,100"
17028,train,53,0,0,"50,100"
17029,train,33,0,0,"25,100"
17030,train,38,0,0,"25,100"
17032,train,43,0,0,"25,50,100"
17033,train,43,0,0,"50,100"
17035,train,46,0,0,100
17036,train,46,0,0,100
17037,train,65,0,0,"25,100"
17038,train,57,0,0,100
17039,train,67,0,0,"25,50,100"
17040,train,56,0,0,"25,100"
17041,train,63,0,0,100
17042,train,68,0,0,"25,100"
17043,train,55,0,0,"25,100"
17044,train,6,0,0,"5,25,100"
17045,train,12,0,0,"25,100"
17046,train,26,0,0,"50,100"
17047,train,31,0,0,100
17048,train,5,0,0,"25,100"
17053,train,52,0,0,"50,100"
17054,train,62,0,0,"50,100"
17055,train,56,0,0,100
17056,train,37,0,0,"25,100"
17057,train,38,0,0,"5,25,50,100"
17058,train,36,0,0,"5,100"
17059,train,35,0,0,"50,100"
17062,train,37,0,0,"50,100"
17063,train,44,0,0,"25,50,100"
17064,train,60,0,0,"5,25,50,100"
17065,train,50,0,0,"50,100"
17066,train,58,0,0,"25,100"
17067,train,62,0,0,100
17068,train,59,0,0,"50,100"
17069,train,41,0,0,100
17070,train,48,0,0,100
17071,train,34,0,0,"5,50,100"
17074,train,49,0,0,"50,100"
17075,train,36,0,0,"50,100"
17076,train,38,0,0,"25,50,100"
17077,train,37,0,0,"50,100"
17078,train,30,0,0,100
17079,train,36,0,0,"50,100"
17080,train,59,0,0,100
17081,train,36,0,0,100
17082,train,56,0,0,"25,50,100"
17083,train,40,0,0,"50,100"
17085,train,68,0,0,"50,100"
17086,train,36,0,0,"25,50,100"
17087,train,36,0,0,"50,100"
17088,train,39,0,0,"50,100"
17089,train,42,0,0,"25,100"
17091,train,36,0,0,100
17092,train,21,0,0,"50,100"
17093,train,31,0,0,"25,50,100"
17094,train,37,0,0,"50,100"
17095,train,22,0,0,"50,100"
17096,train,31,0,0,"50,100"
17097,train,37,0,0,"25,100"
17098,train,35,0,0,"25,50,100"
17101,train,45,0,0,100
17110,train,39,0,0,"50,100"
17111,train,47,0,0,100
17112,train,66,0,0,"50,100"
17113,train,40,0,0,"50,100"
17115,train,31,0,0,"50,100"
17116,train,38,0,0,100
17117,train,41,0,0,"50,100"
17118,train,34,0,0,"50,100"
17119,train,36,0,0,"25,100"
17122,train,39,0,0,"25,50,100"
17126,train,42,0,0,"25,50,100"
17127,train,43,0,0,100
17129,train,42,0,0,"50,100"
17130,train,34,0,0,"25,50,100"
17131,train,29,0,0,"25,100"
17132,train,7,0,0,"5,100"
17133,train,16,0,0,"50,100"
17134,train,14,0,0,"50,100"
17135,train,36,0,0,"50,100"
17136,train,39,0,0,100
17137,train,16,0,0,"50,100"
17138,train,14,0,0,"25,100"
17139,train,32,0,0,100
17142,train,23,0,0,"25,50,100"
17143,train,20,0,0,100
17146,train,14,0,0,100
17147,train,11,0,0,"50,100"
17148,train,9,0,0,"25,100"
17149,train,28,0,0,"25,100"
17151,train,30,0,0,100
17152,train,24,0,0,"50,100"
17153,train,21,0,0,"50,100"
17154,train,34,0,0,"50,100"
17156,train,42,0,0,100
17157,train,36,0,0,"25,50,100"
17158,train,41,0,0,"50,100"
17159,train,25,0,0,100
17162,train,45,0,0,"50,100"
17163,train,46,0,0,"25,50,100"
17164,train,7,0,0,100
17165,train,57,0,0,"50,100"
17166,train,76,0,0,"50,100"
17167,train,74,0,0,"50,100"
17168,train,69,0,0,"50,100"
17169,train,73,0,0,"50,100"
17170,train,78,0,0,"50,100"
17171,train,58,0,0,100
17172,train,76,0,0,"50,100"
17173,train,64,0,0,"25,100"
17174,train,75,0,0,"50,100"
17175,train,56,0,0,"25,100"
17176,train,74,0,0,100
17177,train,41,0,0,100
17178,train,41,0,0,"50,100"
17180,train,46,0,0,100
17181,train,45,0,0,100
17182,train,44,0,0,"25,100"
17185,train,26,0,0,"25,50,100"
17186,train,8,0,0,100
17187,train,24,0,0,"50,100"
17188,train,24,0,0,100
17189,train,24,0,0,100
17190,train,65,0,0,"50,100"
17191,train,53,0,0,"25,100"
17192,train,54,0,0,"50,100"
17193,train,62,0,0,"50,100"
17194,train,44,0,0,"5,25,100"
17195,train,43,0,0,100
17196,train,53,0,0,"50,100"
17197,train,39,0,0,100
17198,train,31,0,0,"5,50,100"
17199,train,58,0,0,"50,100"
17200,train,34,0,0,"25,100"
17201,train,30,0,0,100
17203,train,56,0,0,"25,100"
17204,train,54,0,0,"50,100"
17205,train,33,0,0,100
17206,train,43,0,0,"5,100"
17207,train,55,0,0,100
17208,train,62,0,0,100
17210,train,42,0,0,"25,50,100"
17212,train,60,0,0,"5,100"
17213,train,60,0,0,"50,100"
17214,train,62,0,0,100
17215,train,38,0,0,100
17216,train,55,0,0,"25,50,100"
17217,train,55,0,0,100
17218,train,41,0,0,"50,100"
17260,train,47,0,0,"5,50,100"
17261,train,47,0,0,"50,100"
17262,train,49,0,0,"50,100"
17292,train,24,0,0,"25,100"
17301,train,29,0,0,100
17303,train,26,0,0,100
17313,train,33,0,0,100
17329,train,26,0,0,"5,100"
17330,train,27,0,0,100
17348,train,21,0,0,"50,100"
17353,train,26,0,0,100
17354,train,32,0,0,"50,100"
17355,train,33,0,0,"25,100"
17356,train,27,0,0,"5,100"
17357,train,26,0,0,"25,100"
17367,train,37,0,0,"50,100"
17381,train,38,0,0,100
17382,train,41,0,0,"25,100"
17384,train,12,0,0,"25,50,100"
17385,train,35,0,0,"25,50,100"
17386,train,44,0,0,"25,100"
17387,train,17,0,0,"50,100"
17388,train,33,0,0,"25,50,100"
17389,train,27,0,0,"5,50,100"
17390,train,27,0,0,"25,100"
17391,train,32,0,0,100
17392,train,47,0,0,100
17393,train,43,0,0,"25,50,100"
17394,train,43,0,0,"50,100"
17400,train,40,0,0,100
17407,train,16,0,0,100
17409,train,1,0,0,"25,100"
17410,train,28,0,0,100
17412,train,6,0,0,"25,100"
17414,train,26,0,0,100
17416,train,23,0,0,"25,100"
17419,train,13,0,0,100
17422,train,52,0,0,"50,100"
17423,train,50,0,0,100
17425,train,33,0,0,"50,100"
17426,train,40,0,0,100
17427,train,34,0,0,100
17437,train,30,0,0,100
17438,train,23,0,0,"50,100"
17439,train,39,0,0,"5,100"
17440,train,10,0,0,"1,100"
17445,train,57,0,0,"25,50,100"
17446,train,53,0,0,100
17447,train,36,0,0,"50,100"
17448,train,45,0,0,100
17449,train,47,0,0,100
17450,train,53,0,0,100
17451,train,53,0,0,"25,50,100"
17452,train,45,0,0,"50,100"
17453,train,9,0,0,100
17454,train,6,0,0,100
17455,train,32,0,0,100
17458,train,53,0,0,"50,100"
17459,train,1,0,0,"25,50,100"
17460,train,27,0,0,"50,100"
17461,train,27,0,0,"25,100"
17462,train,50,0,0,"50,100"
17463,train,48,0,0,"50,100"
17464,train,42,0,0,"25,100"
17466,train,45,0,0,100
17467,train,68,0,0,100
17468,train,58,0,0,100
17469,train,48,0,0,100
17470,train,66,0,0,"25,50,100"
17471,train,61,0,0,100
17472,train,52,0,0,100
17473,train,65,0,0,"50,100"
17474,train,62,0,0,"25,50,100"
17477,train,48,0,0,"50,100"
17478,train,67,0,0,"50,100"
17479,train,49,0,0,"25,100"
17481,train,67,0,0,"50,100"
17484,train,37,0,0,100
17486,train,50,0,0,"50,100"
17487,train,57,0,0,100
17490,train,68,0,0,100
17491,train,67,0,0,"5,50,100"
17492,train,53,0,0,"50,100"
17493,train,65,0,0,100
17494,train,43,0,0,"50,100"
17496,train,25,0,0,"25,50,100"
17497,train,49,0,0,"50,100"
17498,train,46,0,0,100
17500,train,48,0,0,100
17501,train,18,0,0,"50,100"
17503,train,30,0,0,"25,50,100"
17507,train,66,0,0,"25,100"
17508,train,68,0,0,100
17509,train,64,0,0,"50,100"
17510,train,61,0,0,"50,100"
17511,train,64,0,0,"50,100"
17512,train,46,0,0,100
17513,train,17,0,0,"50,100"
17514,train,58,0,0,"25,100"
17515,train,59,0,0,100
17516,train,59,0,0,100
17517,train,59,0,0,"50,100"
17518,train,67,0,0,100
17519,train,61,0,0,100
17520,train,51,0,0,"50,100"
17521,train,51,0,0,"50,100"
17522,train,50,0,0,"25,100"
17523,train,47,0,0,100
17524,train,42,0,0,"50,100"
17525,train,41,0,0,100
17526,train,49,0,0,"50,100"
17527,train,23,0,0,100
17528,train,31,0,0,100
17529,train,27,0,0,"50,100"
17530,train,49,0,0,"50,100"
17531,train,46,0,0,"50,100"
17532,train,41,0,0,"50,100"
17533,train,64,0,0,100
17534,train,59,0,0,"25,50,100"
17535,train,54,0,0,"50,100"
17536,train,59,0,0,"50,100"
17537,train,67,0,0,100
17540,train,43,0,0,"50,100"
17544,train,61,0,0,100
17545,train,71,0,0,100
17546,train,28,0,0,100
17547,train,29,0,0,"25,50,100"
17554,train,39,0,0,100
17555,train,50,0,0,"50,100"
17556,train,37,0,0,"25,50,100"
17557,train,38,0,0,"50,100"
17558,train,9,0,0,"25,100"
17559,train,36,0,0,"25,50,100"
17560,train,22,0,0,"50,100"
17561,train,35,0,0,"50,100"
17562,train,39,0,0,"25,100"
17564,train,32,0,0,"25,50,100"
17565,train,7,0,0,100
17566,train,31,0,0,"25,100"
17567,train,39,0,0,100
17568,train,39,0,0,"50,100"
17571,train,39,0,0,"50,100"
17572,train,28,0,0,"50,100"
17573,train,19,0,0,"50,100"
17575,train,13,0,0,"50,100"
17577,train,4,0,0,100
17578,train,15,0,0,100
17579,train,33,0,0,100
17580,train,25,0,0,100
17581,train,27,0,0,100
17582,train,44,0,0,100
17583,train,31,0,0,"25,100"
17585,train,40,0,0,"25,50,100"
17586,train,17,0,0,100
17590,train,51,0,0,"50,100"
17591,train,24,0,0,"50,100"
17592,train,19,0,0,"50,100"
17593,train,30,0,0,"50,100"
17594,train,30,0,0,"50,100"
17595,train,25,0,0,"50,100"
17596,train,5,0,0,100
17597,train,46,0,0,"50,100"
17598,train,62,0,0,100
17599,train,28,0,0,"25,100"
17600,train,39,0,0,"50,100"
17603,train,50,0,0,"50,100"
17604,train,28,0,0,"50,100"
17605,train,41,0,0,100
17606,train,61,0,0,"50,100"
17607,train,26,0,0,"50,100"
17610,train,25,0,0,100
17611,train,27,0,0,"50,100"
17614,train,23,0,0,"25,100"
17615,train,12,0,0,100
17616,train,25,0,0,"50,100"
17617,train,30,0,0,100
17618,train,27,0,0,100
17619,train,20,0,0,100
17622,train,50,0,0,"5,100"
17624,train,48,0,0,"5,25,50,100"
17625,train,52,0,0,"50,100"
17626,train,49,0,0,"50,100"
17627,train,21,0,0,100
17628,train,26,0,0,"50,100"
17629,train,23,0,0,100
17630,train,32,0,0,"50,100"
17631,train,31,0,0,100
17632,train,20,0,0,"25,100"
17633,train,38,0,0,100
17634,train,11,0,0,"25,50,100"
17635,train,15,0,0,"50,100"
17636,train,16,0,0,"25,100"
17637,train,31,0,0,"25,50,100"
17638,train,14,0,0,"25,100"
17639,train,27,0,0,"25,100"
17641,train,37,0,0,100
17642,train,33,0,0,"50,100"
17645,train,37,0,0,"50,100"
17646,train,42,0,0,"25,50,100"
17648,train,35,0,0,"25,50,100"
17649,train,37,0,0,100
17650,train,65,0,0,"25,100"
17651,train,56,0,0,"50,100"
17652,train,4,0,0,100
17653,train,47,0,0,"5,25,50,100"
17654,train,39,0,0,"25,100"
17655,train,43,0,0,"50,100"
17656,train,46,0,0,"25,100"
17657,train,31,0,0,"50,100"
17658,train,36,0,0,"50,100"
17659,train,38,0,0,"50,100"
17660,train,32,0,0,"50,100"
17661,train,34,0,0,"50,100"
17663,train,30,0,0,100
17664,train,27,0,0,100
17665,train,35,0,0,100
17666,train,46,0,0,100
17667,train,26,0,0,"25,50,100"
17668,train,29,0,0,100
17671,train,37,0,0,"25,100"
17673,train,6,0,0,"25,100"
17674,train,11,0,0,"25,100"
17675,train,17,0,0,100
17676,train,50,0,0,100
17677,train,46,0,0,"25,50,100"
17678,train,14,0,0,"50,100"
17679,train,14,0,0,"50,100"
17680,train,49,0,0,"25,50,100"
17681,train,59,0,0,"25,100"
17682,train,56,0,0,"25,50,100"
17683,train,50,0,0,"50,100"
17684,train,44,0,0,"50,100"
17685,train,27,0,0,"25,100"
17686,train,25,0,0,"50,100"
17689,train,33,0,0,"1,50,100"
17690,train,30,0,0,"5,50,100"
17691,train,21,0,0,100
17692,train,17,0,0,"25,100"
17693,train,19,0,0,"25,50,100"
17700,train,37,0,0,"50,100"
17701,train,48,0,0,100
17702,train,20,0,0,"50,100"
17703,train,30,0,0,"50,100"
17704,train,32,0,0,"50,100"
17706,train,15,0,0,100
17707,train,16,0,0,100
17708,train,38,0,0,"25,100"
17709,train,35,0,0,"50,100"
17710,train,21,0,0,"25,100"
17711,train,54,0,0,"50,100"
17712,train,25,0,0,"25,50,100"
17713,train,26,0,0,100
17714,train,42,0,0,100
17715,train,27,0,0,"25,50,100"
17716,train,29,0,0,100
17717,train,29,0,0,"50,100"
17718,train,32,0,0,"25,100"
17719,train,23,0,0,"25,100"
17720,train,18,0,0,"25,50,100"
17721,train,26,0,0,"50,100"
17722,train,25,0,0,"50,100"
17723,train,22,0,0,"25,100"
17724,train,31,0,0,"25,50,100"
17725,train,30,0,0,"25,50,100"
17726,train,29,0,0,"25,50,100"
17727,train,28,0,0,"50,100"
17728,train,25,0,0,"25,50,100"
17729,train,21,0,0,"5,25,50,100"
17732,train,40,0,0,"25,50,100"
17756,train,38,0,0,"50,100"
17757,train,3,0,0,"25,50,100"
17758,train,15,0,0,"50,100"
17762,train,20,0,0,100
17763,train,18,1,0.0555555556,"25,100"
17764,train,22,0,0,"50,100"
17765,train,2,0,0,100
17767,train,16,0,0,"25,50,100"
17771,train,20,0,0,"25,50,100"
17772,train,28,0,0,"25,50,100"
17773,train,26,0,0,"50,100"
17774,train,21,0,0,"50,100"
17775,train,30,0,0,"50,100"
17776,train,26,0,0,"50,100"
17777,train,24,0,0,"5,100"
17778,train,25,0,0,"50,100"
17779,train,19,0,0,"25,100"
17780,train,25,0,0,100
17781,train,21,0,0,"50,100"
17782,train,35,0,0,"50,100"
17783,train,34,0,0,100
17784,train,24,0,0,100
17785,train,44,0,0,100
17786,train,34,0,0,"50,100"
17787,train,31,0,0,"25,50,100"
17788,train,43,0,0,"50,100"
17791,train,45,0,0,"5,100"
17792,train,37,0,0,"25,100"
17793,train,44,0,0,100
17794,train,49,0,0,"25,100"
17795,train,32,0,0,"25,100"
17796,train,43,0,0,100
17799,train,36,0,0,100
17800,train,41,0,0,100
17801,train,38,0,0,"25,50,100"
17802,train,37,0,0,"25,100"
17803,train,35,0,0,100
17804,train,33,0,0,100
17808,train,27,0,0,"5,100"
17809,train,12,0,0,"50,100"
17811,train,6,0,0,"50,100"
17812,train,30,0,0,100
17814,train,21,0,0,"50,100"
17815,train,19,0,0,100
17818,train,39,0,0,"50,100"
17819,train,39,0,0,100
17820,train,44,0,0,"50,100"
17822,train,44,0,0,"50,100"
17823,train,36,0,0,"50,100"
17825,train,4,0,0,"25,100"
17826,train,1,0,0,"50,100"
17827,train,30,0,0,"50,100"
17828,train,38,0,0,100
17829,train,29,0,0,"25,50,100"
17830,train,37,0,0,"50,100"
17831,train,33,0,0,"25,100"
17832,train,31,0,0,"50,100"
17833,train,9,0,0,"50,100"
17834,train,13,0,0,100
17835,train,21,0,0,100
17836,train,25,0,0,100
17837,train,25,0,0,"50,100"
17838,train,24,0,0,100
17839,train,24,0,0,"50,100"
17840,train,28,0,0,100
17841,train,28,0,0,"50,100"
17844,train,35,0,0,100
17845,train,12,0,0,"50,100"
17847,train,31,0,0,"25,100"
17848,train,29,0,0,"25,100"
