shot_id,phase,train_fractions_nested,n_slices
17191,train,25 50 100,53
17192,train,50 100,54
17193,train,25 50 100,62
17194,train, 100,44
17195,train, 100,43
17196,train, 100,53
17197,train, 100,39
17198,train, 100,31
17199,train, 100,58
17200,train, 100,34
17201,train, 100,30
17203,train, 100,56
17204,train, 100,54
17205,train,50 100,33
17206,train, 100,43
17207,train,50 100,55
17208,train,50 100,62
17210,train,50 100,42
17212,train, 100,60
17213,train, 100,60
17214,train, 100,62
17215,train, 100,38
17216,train,50 100,55
17217,train, 100,55
17218,train, 100,41
17260,train, 100,47
17261,train,50 100,47
17262,train, 100,49
17263,train, 100,1
17268,train,50 100,9
17269,train,5 10 25 50 100,11
17271,train,50 100,15
17272,train,10 25 50 100,13
17273,train,25 50 100,14
17274,train,25 50 100,14
17275,train,50 100,15
17292,train,50 100,24
17301,train,25 50 100,29
17303,train, 100,26
17313,train,10 25 50 100,33
17329,train,25 50 100,26
17330,train, 100,28
17348,train,50 100,22
17353,train,50 100,26
17354,train, 100,32
17355,train, 100,33
17356,train,25 50 100,27
17357,train, 100,26
17363,train,50 100,8
17364,train,1 5 10 25 50 100,8
17367,train,50 100,37
17378,train,50 100,13
17381,train,25 50 100,38
17382,train,50 100,41
17384,train, 100,12
17385,train,50 100,35
17386,train,25 50 100,44
17387,train,50 100,17
17388,train,50 100,33
17389,train, 100,27
17390,train,50 100,27
17391,train, 100,32
17392,train,50 100,47
17393,train,25 50 100,43
17394,train,10 25 50 100,43
17400,train, 100,40
17403,train,50 100,3
17404,train, 100,2
17407,train,25 50 100,16
17409,train, 100,1
17410,train,50 100,28
17412,train, 100,6
17414,train, 100,26
17416,train, 100,23
17417,train, 100,8
17419,train, 100,13
17422,train, 100,52
17423,train, 100,58
17425,train,25 50 100,41
17426,train, 100,47
17427,train,10 25 50 100,38
17429,train, 100,1
17430,train,25 50 100,34
17433,train,25 50 100,8
17434,train, 100,18
17435,train,50 100,27
17436,train, 100,7
17437,train, 100,36
17438,train, 100,31
17439,train, 100,47
17440,train, 100,16
17441,train, 100,43
17442,train, 100,43
17443,train,50 100,46
17445,train,25 50 100,65
17446,train, 100,58
17447,train,50 100,36
17448,train,10 25 50 100,51
17449,train,50 100,49
17450,train,10 25 50 100,53
17451,train,25 50 100,53
17452,train, 100,45
17453,train,50 100,9
17454,train, 100,6
17455,train,50 100,32
17458,train,50 100,53
17459,train, 100,1
17460,train, 100,27
17461,train, 100,27
17462,train, 100,50
17463,train, 100,48
17464,train, 100,42
17466,train,50 100,45
17467,train,50 100,68
17468,train, 100,58
17469,train, 100,48
17470,train, 100,66
17471,train, 100,61
17472,train, 100,52
17473,train,50 100,65
17474,train,50 100,62
17477,train, 100,48
17478,train, 100,67
17479,train, 100,49
17481,train,50 100,67
17484,train,5 10 25 50 100,37
17486,train, 100,50
17487,train,50 100,57
17490,train, 100,68
17491,train,25 50 100,67
17492,train,50 100,53
17493,train,10 25 50 100,65
17494,train,10 25 50 100,43
17496,train, 100,25
17497,train,25 50 100,49
17498,train, 100,46
17500,train, 100,48
17501,train,25 50 100,18
17503,train, 100,30
17507,train,50 100,66
17508,train,25 50 100,68
17509,train,50 100,64
17510,train, 100,61
17511,train, 100,64
17512,train, 100,46
17513,train,10 25 50 100,17
17514,train, 100,58
17515,train, 100,59
17516,train, 100,59
17517,train,25 50 100,59
17518,train, 100,67
17519,train,25 50 100,61
17520,train, 100,51
17521,train, 100,51
17522,train, 100,50
17523,train, 100,47
17524,train,50 100,42
17525,train, 100,41
17526,train, 100,49
17527,train,5 10 25 50 100,23
17528,train, 100,31
17529,train,10 25 50 100,27
17530,train,50 100,49
17531,train, 100,46
17532,train,50 100,41
17533,train,1 5 10 25 50 100,64
17534,train,1 5 10 25 50 100,59
17535,train, 100,54
17536,train, 100,59
17537,train, 100,67
17540,train, 100,43
17544,train, 100,61
17545,train, 100,72
17546,train,25 50 100,28
17547,train, 100,29
17554,train, 100,39
17555,train, 100,51
17556,train, 100,37
17557,train, 100,38
17558,train, 100,9
17559,train, 100,36
17560,train, 100,22
17561,train, 100,35
17562,train, 100,39
17564,train,50 100,32
17565,train, 100,7
17566,train, 100,31
17567,train,25 50 100,39
17568,train, 100,39
17571,train,50 100,39
17572,train,25 50 100,28
17573,train, 100,19
17575,train, 100,13
17577,train, 100,4
17578,train,50 100,15
17579,train, 100,33
17580,train,10 25 50 100,25
17581,train,50 100,27
17582,train,10 25 50 100,44
17583,train,50 100,31
17585,train,50 100,40
17586,train, 100,17
17590,train,25 50 100,51
17591,train,50 100,24
17592,train,25 50 100,19
17593,train,50 100,30
17594,train, 100,30
17595,train, 100,25
17596,train, 100,5
17597,train,50 100,50
17598,train, 100,62
17599,train, 100,31
17600,train, 100,41
17603,train, 100,50
17604,train,25 50 100,28
17605,train, 100,42
17606,train,25 50 100,61
17607,train,25 50 100,26
17609,train,50 100,6
17610,train,10 25 50 100,25
17611,train,5 10 25 50 100,27
17614,train, 100,23
17615,train, 100,12
17616,train,50 100,25
17617,train, 100,30
17618,train, 100,27
17619,train,50 100,20
17622,train, 100,50
17624,train, 100,48
17625,train, 100,52
17626,train, 100,49
17627,train,50 100,21
17628,train,25 50 100,26
17629,train,50 100,23
17630,train, 100,32
17631,train, 100,31
17632,train,25 50 100,20
17633,train,5 10 25 50 100,38
17634,train,50 100,11
17635,train,25 50 100,15
17636,train, 100,16
17637,train, 100,31
17638,train,10 25 50 100,14
17639,train,50 100,27
17641,train, 100,37
17642,train, 100,33
17645,train,50 100,37
17646,train,25 50 100,42
17647,train, 100,2
17648,train, 100,37
17649,train, 100,37
17650,train, 100,65
17651,train, 100,56
17652,train,1 5 10 25 50 100,4
17653,train,50 100,47
17654,train,10 25 50 100,39
17655,train,50 100,43
17656,train, 100,46
17657,train,50 100,31
17658,train,10 25 50 100,36
17659,train, 100,38
17660,train,50 100,32
17661,train,25 50 100,34
17663,train, 100,30
17664,train,50 100,27
17665,train,50 100,35
17666,train, 100,46
17667,train,50 100,26
17668,train, 100,29
17671,train, 100,37
17673,train,50 100,6
17674,train, 100,11
17675,train, 100,17
17676,train,5 10 25 50 100,50
17677,train, 100,46
17678,train,50 100,14
17679,train,10 25 50 100,14
17680,train, 100,49
17681,train,50 100,59
17682,train, 100,56
17683,train,50 100,50
17684,train,50 100,44
17685,train, 100,27
17686,train,10 25 50 100,25
17689,train,5 10 25 50 100,33
17690,train, 100,30
17691,train,50 100,21
17692,train,50 100,17
17693,train, 100,19
17700,train,25 50 100,37
17701,train,10 25 50 100,48
17702,train,25 50 100,20
17703,train,50 100,30
17704,train,25 50 100,32
17706,train,50 100,15
17707,train,10 25 50 100,16
17708,train,10 25 50 100,38
17709,train,10 25 50 100,35
17710,train, 100,21
17711,train, 100,54
17712,train, 100,25
17713,train,10 25 50 100,26
17714,train,25 50 100,42
17715,train, 100,27
17716,train,50 100,29
17717,train,50 100,29
17718,train,50 100,32
17719,train, 100,23
17720,train,25 50 100,18
17721,train, 100,26
17722,train, 100,25
17723,train, 100,22
17724,train, 100,31
17725,train, 100,30
17726,train, 100,29
17727,train, 100,28
17728,train, 100,25
17729,train,50 100,21
17732,train,10 25 50 100,40
17733,train,25 50 100,1
17735,train,25 50 100,7
17736,train,50 100,10
17737,train, 100,28
17739,train,25 50 100,10
17740,train,50 100,5
17741,train,25 50 100,2
17742,train, 100,14
17745,train,25 50 100,16
17747,train,50 100,33
17748,train,50 100,12
17750,train, 100,7
17752,train, 100,18
17756,train, 100,38
17757,train, 100,3
17758,train, 100,15
17759,train,25 50 100,14
17760,train,10 25 50 100,9
17761,train,25 50 100,23
17762,train,25 50 100,24
17763,train,50 100,21
17764,train, 100,24
17765,train, 100,2
17766,train, 100,42
17767,train, 100,17
17770,train,50 100,10
17771,train, 100,20
17772,train,50 100,28
17773,train, 100,26
17774,train,50 100,21
17775,train,50 100,30
17776,train,50 100,26
17777,train,50 100,24
17778,train, 100,25
17779,train,50 100,19
17780,train,50 100,25
17781,train,25 50 100,21
17782,train,50 100,35
17783,train, 100,34
17784,train, 100,24
17785,train,10 25 50 100,44
17786,train,10 25 50 100,34
17787,train,25 50 100,31
17788,train, 100,43
17791,train,50 100,45
17792,train, 100,47
17793,train, 100,44
17794,train, 100,49
17795,train, 100,32
17796,train,1 5 10 25 50 100,43
17799,train, 100,36
17800,train,10 25 50 100,41
17801,train, 100,38
17802,train,25 50 100,37
17803,train,25 50 100,35
17804,train, 100,33
17808,train, 100,27
17809,train,25 50 100,12
17810,train, 100,17
17811,train,5 10 25 50 100,10
17812,train, 100,30
17814,train,50 100,21
17815,train,10 25 50 100,19
17818,train,25 50 100,48
17819,train, 100,47
17820,train,50 100,50
17822,train, 100,49
17823,train, 100,47
17825,train,50 100,5
17826,train, 100,1
17827,train, 100,30
17828,train, 100,38
17829,train,25 50 100,29
17830,train, 100,37
17831,train, 100,33
17832,train, 100,31
17833,train, 100,9
17834,train, 100,13
17835,train, 100,21
17836,train,5 10 25 50 100,25
17837,train,25 50 100,25
17838,train,10 25 50 100,24
17839,train,10 25 50 100,24
17840,train, 100,31
17841,train,50 100,34
17844,train,50 100,41
17845,train,10 25 50 100,20
17847,train,25 50 100,39
17848,train,50 100,29
17849,train,50 100,10
17850,train,25 50 100,2
17854,train,25 50 100,53
17855,train,50 100,35
17856,train, 100,24
17857,train,25 50 100,18
17858,train, 100,17
17859,train,50 100,35
17860,train,50 100,14
17861,train,10 25 50 100,17
17862,train,25 50 100,12
17863,train, 100,9
17864,train, 100,9
17865,train, 100,24
17866,train,25 50 100,25
17867,train, 100,18
17868,train, 100,28
17869,train, 100,28
17871,train, 100,22
17872,train, 100,19
17873,train, 100,22
17875,train, 100,2
17876,train,50 100,15
17879,train,1 5 10 25 50 100,46
17880,train,10 25 50 100,43
17881,train,10 25 50 100,21
17882,train, 100,22
17884,train, 100,27
17886,train, 100,24
17887,train, 100,27
17888,train,25 50 100,22
17889,train, 100,15
17890,train,1 5 10 25 50 100,28
17892,train, 100,43
17893,train,50 100,38
17894,train, 100,39
17895,train, 100,17
17897,train, 100,28
17898,train, 100,21
17899,train,5 10 25 50 100,15
17900,train,50 100,18
17901,train, 100,13
17903,train,50 100,21
17904,train, 100,41
17905,train, 100,16
17906,train,25 50 100,21
17909,train,25 50 100,39
17910,train, 100,53
17911,train, 100,61
17912,train,50 100,64
17913,train, 100,52
17915,train, 100,46
17916,train, 100,66
17917,train, 100,61
17918,train, 100,64
17919,train,50 100,52
17920,train,25 50 100,59
17921,train,25 50 100,64
17922,train, 100,46
17923,train, 100,53
17924,train, 100,61
17925,train, 100,49
17928,train,50 100,52
17929,train,5 10 25 50 100,66
17930,train, 100,50
17931,train,25 50 100,54
17932,train, 100,65
17933,train,50 100,33
17934,train,1 5 10 25 50 100,15
17935,train, 100,33
17936,train, 100,31
17937,train, 100,47
17938,train, 100,45
17939,train,50 100,49
17941,train,50 100,14
17942,train,50 100,57
17943,train,50 100,37
17944,train,25 50 100,37
17946,train,10 25 50 100,7
17947,train, 100,52
17948,train, 100,25
17949,train,50 100,15
17950,train,50 100,37
17951,train, 100,29
17952,train,25 50 100,13
17953,train, 100,9
17954,train,5 10 25 50 100,13
17957,train, 100,54
17958,train, 100,31
17960,train,5 10 25 50 100,26
17962,train,50 100,60
17963,train,50 100,48
17964,train,50 100,48
17965,train,50 100,30
17966,train,10 25 50 100,20
17967,train,25 50 100,30
17968,train, 100,35
17969,train, 100,32
17970,train, 100,24
17971,train,50 100,53
17973,train,25 50 100,52
17975,train, 100,42
17976,train,50 100,25
17977,train,10 25 50 100,16
17978,train,10 25 50 100,24
17979,train, 100,26
17980,train, 100,47
17981,train,10 25 50 100,48
17982,train,25 50 100,53
17983,train, 100,39
17984,train, 100,43
17985,train, 100,55
17986,train, 100,54
17989,train, 100,55
17990,train,25 50 100,52
17991,train, 100,21
17992,train, 100,13
17993,train, 100,23
17994,train, 100,27
17995,train,5 10 25 50 100,31
17996,train,25 50 100,26
17997,train,25 50 100,39
17998,train, 100,22
17999,train, 100,44
18001,train, 100,1
18002,train,50 100,39
18003,train,5 10 25 50 100,20
18005,train,5 10 25 50 100,36
18006,train, 100,35
18007,train,10 25 50 100,42
18009,train,25 50 100,53
18010,train, 100,56
18011,train, 100,46
18012,train, 100,54
18013,train, 100,47
18014,train,50 100,54
18015,train,50 100,1
18019,train, 100,35
18020,train, 100,40
18021,train,25 50 100,23
18022,train, 100,26
18023,train,50 100,30
18024,train,50 100,23
18025,train, 100,39
18026,train,50 100,41
18027,train,50 100,34
18028,train,25 50 100,29
18029,train,25 50 100,20
18030,train, 100,26
18031,train,50 100,30
18032,train,25 50 100,18
18033,train,50 100,21
18034,train,25 50 100,33
18035,train,50 100,24
18039,train, 100,25
18040,train, 100,29
18041,train,10 25 50 100,28
18044,train, 100,49
18045,train, 100,24
18046,train, 100,25
18047,train, 100,6
18048,train,50 100,23
18049,train,25 50 100,21
18050,train,25 50 100,12
18051,train,5 10 25 50 100,16
18052,train,50 100,20
18053,train,5 10 25 50 100,21
18054,train,10 25 50 100,28
18055,train,50 100,1
18056,train, 100,33
18057,train, 100,2
18058,train,25 50 100,48
18059,train,25 50 100,65
18061,train, 100,42
18062,train, 100,49
18063,train, 100,49
18064,train,25 50 100,55
18065,train, 100,52
18066,train, 100,34
18067,train,50 100,24
18068,train,50 100,29
18070,train,50 100,3
18071,train, 100,52
18073,train, 100,7
18074,train,50 100,49
18075,train,50 100,5
18076,train,50 100,70
18077,train, 100,1
18101,train,25 50 100,30
18144,train, 100,3
18176,train, 100,34
18203,train, 100,1
18205,train, 100,38
18207,train,50 100,16
18208,train, 100,15
18209,train, 100,14
18211,train, 100,3
18220,train,50 100,47
18226,train,50 100,36
18233,train, 100,35
18234,train,5 10 25 50 100,35
18235,train, 100,36
18236,train, 100,32
18256,train, 100,20
18259,train, 100,27
18267,train, 100,21
18268,train,10 25 50 100,18
18286,train,10 25 50 100,44
18288,train, 100,33
18289,train,10 25 50 100,47
18290,train,50 100,47
18291,train,50 100,42
18292,train, 100,34
18293,train,50 100,37
18294,train, 100,22
18296,train,25 50 100,23
18298,train, 100,38
18299,train, 100,34
18300,train, 100,32
18301,train,5 10 25 50 100,35
18302,train, 100,33
18303,train, 100,39
18304,train, 100,29
18305,train,25 50 100,25
18306,train, 100,31
18307,train,25 50 100,4
18309,train,25 50 100,30
18310,train, 100,10
18312,train,10 25 50 100,6
18314,train,50 100,22
18315,train,50 100,11
18318,train, 100,53
18319,train,25 50 100,55
18320,train,50 100,54
18321,train,25 50 100,47
18322,train,50 100,47
18323,train, 100,49
18324,train, 100,38
18325,train,25 50 100,35
18326,train, 100,31
18327,train, 100,49
18328,train,25 50 100,24
18329,train,50 100,43
18330,train,10 25 50 100,54
18332,train,10 25 50 100,56
18333,train,1 5 10 25 50 100,56
18334,train,25 50 100,40
18335,train, 100,49
18336,train, 100,2
18337,train,5 10 25 50 100,2
18338,train,50 100,3
18340,train, 100,36
18342,train,50 100,19
18345,train, 100,51
18347,train,50 100,51
18348,train,25 50 100,51
18350,train,25 50 100,44
18351,train, 100,2
18352,train,50 100,27
18353,train, 100,29
18354,train,50 100,38
18355,train, 100,20
18356,train, 100,34
18357,train,25 50 100,22
18358,train,50 100,64
18359,train, 100,57
18360,train,50 100,59
18361,train,50 100,57
18362,train,25 50 100,2
18363,train,50 100,47
18364,train, 100,52
18365,train, 100,16
18366,train,25 50 100,11
18367,train,50 100,47
18368,train,5 10 25 50 100,30
18369,train, 100,34
18370,train,5 10 25 50 100,26
18371,train, 100,29
18372,train, 100,34
18373,train, 100,44
18374,train,50 100,37
18375,train,25 50 100,56
18376,train, 100,56
18383,train,50 100,56
18386,train, 100,41
18387,train, 100,64
18389,train, 100,47
18390,train,5 10 25 50 100,40
18391,train, 100,34
18392,train, 100,60
18393,train, 100,54
18394,train, 100,57
18395,train, 100,44
18396,train, 100,50
18397,train,25 50 100,22
18398,train,10 25 50 100,30
18399,train, 100,43
18400,train, 100,16
18401,train, 100,19
18402,train, 100,31
18403,train, 100,29
18404,train,50 100,19
18405,train, 100,32
18406,train, 100,15
18409,train,10 25 50 100,55
18411,train, 100,46
18412,train, 100,50
18413,train, 100,36
18415,train, 100,46
18416,train,25 50 100,31
18417,train, 100,22
18418,train,25 50 100,29
18419,train, 100,7
18420,train, 100,6
18421,train, 100,26
18423,train,50 100,27
18424,train, 100,30
18425,train, 100,37
18426,train,25 50 100,40
18427,train, 100,48
18428,train, 100,48
18431,train,50 100,13
18432,train,10 25 50 100,2
18433,train,5 10 25 50 100,23
18434,train,50 100,8
18435,train, 100,10
18436,train,25 50 100,1
18437,train,25 50 100,7
18438,train, 100,8
18440,train, 100,6
18443,train,25 50 100,26
18444,train, 100,11
18445,train,25 50 100,17
18446,train,50 100,2
18447,train, 100,10
18448,train, 100,5
18449,train,25 50 100,13
18450,train,50 100,18
18451,train,10 25 50 100,15
18452,train, 100,32
18454,train,25 50 100,8
18455,train,50 100,3
18457,train,25 50 100,32
18462,train,25 50 100,37
18463,train,50 100,35
18464,train, 100,25
18466,train, 100,2
18468,train,50 100,25
18471,train,50 100,1
18472,train,10 25 50 100,9
18473,train,5 10 25 50 100,23
18474,train, 100,31
18475,train,50 100,50
18476,train, 100,32
18477,train, 100,22
18478,train,50 100,13
18479,train,50 100,19
18480,train,10 25 50 100,13
18482,train,50 100,39
18483,train,50 100,16
18485,train,50 100,27
18486,train,50 100,13
18487,train, 100,31
18488,train,50 100,39
18489,train,25 50 100,48
18490,train,25 50 100,10
18491,train, 100,13
18492,train, 100,38
18495,train,10 25 50 100,53
18496,train,25 50 100,28
18497,train, 100,33
18498,train,50 100,3
18499,train, 100,31
18500,train, 100,21
18501,train,25 50 100,39
18502,train,25 50 100,23
18503,train,25 50 100,43
18504,train,25 50 100,44
18505,train,25 50 100,26
18506,train, 100,10
18509,train,10 25 50 100,46
18510,train,25 50 100,30
18511,train, 100,55
18512,train,50 100,7
18513,train,5 10 25 50 100,40
18515,train, 100,45
18517,train,50 100,38
18518,train,25 50 100,35
18519,train, 100,30
18520,train, 100,31
18521,train, 100,53
18522,train,25 50 100,33
18523,train,50 100,16
18524,train, 100,11
18525,train,10 25 50 100,10
18526,train,50 100,9
18527,train, 100,14
18529,train, 100,12
18530,train, 100,12
18531,train,50 100,12
18532,train,50 100,13
18535,train,50 100,53
18536,train,25 50 100,28
18537,train,50 100,19
18538,train,50 100,16
18540,train, 100,31
18541,train, 100,23
18542,train,50 100,20
18544,train,50 100,26
18545,train,50 100,44
18546,train,25 50 100,27
18547,train, 100,26
18548,train, 100,18
18549,train, 100,27
18550,train,50 100,33
18551,train, 100,28
18552,train, 100,16
18553,train, 100,19
18554,train,50 100,35
18556,train,1 5 10 25 50 100,36
18557,train, 100,11
18558,train,50 100,18
18559,train, 100,46
18560,train,25 50 100,46
18563,train, 100,49
18564,train,50 100,27
18566,train,25 50 100,38
18567,train,5 10 25 50 100,24
18568,train,50 100,34
18569,train, 100,44
18570,train,50 100,64
18571,train,25 50 100,65
18573,train, 100,47
18574,train, 100,42
18575,train,5 10 25 50 100,31
18576,train,25 50 100,6
18578,train, 100,7
18579,train, 100,1
18583,train,25 50 100,8
18586,train, 100,50
18587,train,25 50 100,11
18591,train, 100,30
18592,train, 100,8
18593,train, 100,16
18594,train,50 100,40
18595,train,5 10 25 50 100,43
18596,train, 100,54
18597,train,50 100,35
18598,train,50 100,27
18599,train, 100,28
18600,train, 100,1
18601,train, 100,36
18602,train,25 50 100,36
18604,train,50 100,24
18605,train, 100,19
18606,train,50 100,27
18607,train,25 50 100,18
18609,train, 100,19
18610,train, 100,24
18611,train, 100,16
18612,train,50 100,19
18613,train,50 100,26
18615,train, 100,21
18616,train,50 100,25
18617,train, 100,37
18618,train, 100,39
18619,train,25 50 100,24
18620,train, 100,37
18626,train,5 10 25 50 100,44
18627,train,50 100,39
18628,train,25 50 100,40
18629,train,10 25 50 100,28
18630,train, 100,23
18631,train, 100,9
18633,train, 100,37
18634,train,50 100,38
18635,train, 100,35
18637,train,50 100,12
18638,train,50 100,26
18639,train, 100,26
18640,train,50 100,30
18641,train, 100,8
18642,train, 100,16
18643,train, 100,37
18644,train,50 100,40
18645,train,5 10 25 50 100,41
18646,train,25 50 100,9
18647,train,50 100,6
18648,train, 100,6
18654,train,50 100,14
18655,train, 100,26
18656,train, 100,46
18657,train, 100,33
18658,train,50 100,15
18659,train,50 100,18
18660,train,50 100,39
18661,train, 100,42
18662,train, 100,24
18664,train,50 100,3
18665,train, 100,11
18667,train, 100,36
18668,train, 100,43
18669,train,10 25 50 100,40
18670,train,25 50 100,2
18671,train, 100,35
18672,train,50 100,13
18673,train,50 100,20
18674,train,25 50 100,41
18675,train,50 100,31
18676,train, 100,38
18677,train,25 50 100,23
18678,train, 100,29
18679,train,25 50 100,6
18682,train,50 100,51
18683,train,25 50 100,26
18684,train,25 50 100,25
18685,train, 100,22
18686,train, 100,13
18688,train,5 10 25 50 100,7
18690,train,50 100,31
18691,train, 100,13
18693,train,50 100,28
18694,train, 100,5
18695,train,50 100,52
18696,train,25 50 100,42
18697,train, 100,48
18698,train, 100,61
18699,train, 100,5
18700,train,50 100,47
18701,train, 100,44
18702,train,50 100,16
18703,train,25 50 100,24
18704,train,5 10 25 50 100,25
18705,train, 100,46
18709,train, 100,51
18710,train,50 100,41
18711,train,5 10 25 50 100,21
18712,train, 100,48
18713,train, 100,46
18714,train, 100,32
18715,train,25 50 100,39
18716,train, 100,24
18717,train,5 10 25 50 100,27
18719,train,25 50 100,32
18720,train, 100,33
18721,train, 100,29
18722,train,50 100,30
18723,train,5 10 25 50 100,3
18724,train, 100,3
18725,train,25 50 100,1
18726,train,25 50 100,3
18727,train, 100,3
18728,train, 100,4
18730,train, 100,4
18731,train, 100,25
18732,train, 100,16
18736,train,50 100,57
18737,train, 100,52
18738,train,50 100,58
18739,train,50 100,39
18740,train,50 100,32
18741,train, 100,31
18742,train, 100,34
18743,train,50 100,26
18744,train, 100,9
18745,train, 100,17
18746,train, 100,24
18747,train, 100,39
18748,train,25 50 100,19
18749,train, 100,25
18750,train,50 100,18
18751,train, 100,24
18752,train,25 50 100,30
18755,train, 100,55
18756,train,25 50 100,38
18757,train, 100,20
18758,train, 100,42
18759,train,50 100,41
18760,train, 100,32
18763,train, 100,46
18764,train, 100,43
18765,train, 100,15
18767,train, 100,40
18768,train, 100,36
18769,train, 100,23
18770,train, 100,17
18771,train,50 100,25
18772,train,50 100,22
18773,train, 100,17
18774,train,50 100,15
18775,train,50 100,9
18776,train, 100,22
18777,train,25 50 100,18
18778,train,25 50 100,21
18779,train, 100,10
18780,train,50 100,13
18783,train, 100,50
18784,train, 100,11
18785,train,50 100,4
18786,train, 100,13
18788,train, 100,19
18789,train,10 25 50 100,16
18790,train,50 100,12
18791,train,50 100,17
18793,train, 100,23
18795,train,50 100,29
18796,train, 100,31
18797,train,50 100,10
18798,train,25 50 100,16
18799,train,5 10 25 50 100,45
18800,train, 100,7
18801,train,50 100,7
18802,train, 100,20
18803,train,10 25 50 100,4
18804,train,50 100,3
18806,train,50 100,7
18807,train,50 100,20
18808,train,25 50 100,45
18809,train, 100,6
18810,train, 100,38
18811,train, 100,39
18812,train, 100,29
18816,train, 100,50
18817,train, 100,8
18818,train,25 50 100,4
18819,train, 100,1
18820,train,50 100,18
18821,train,50 100,1
18822,train, 100,11
18824,train, 100,1
18825,train,1 5 10 25 50 100,17
18826,train, 100,13
18827,train, 100,18
18828,train, 100,25
18829,train,50 100,23
18830,train,50 100,1
18831,train, 100,51
18832,train, 100,45
18833,train, 100,24
18834,train,50 100,22
18835,train, 100,22
18836,train, 100,37
18837,train,50 100,1
18840,train,25 50 100,28
18841,train,50 100,38
18843,train,50 100,27
18844,train,50 100,26
18845,train, 100,25
18846,train,50 100,25
18847,train,50 100,27
18848,train,10 25 50 100,26
18849,train, 100,25
18850,train,50 100,26
18851,train, 100,30
18854,train,10 25 50 100,53
18858,train, 100,8
18859,train,50 100,25
18864,train, 100,2
18866,train, 100,30
18867,train, 100,20
18868,train, 100,44
18869,train,50 100,16
18870,train,50 100,13
18871,train, 100,6
18872,train, 100,6
18873,train, 100,16
18874,train,50 100,11
18875,train, 100,17
18876,train,50 100,5
18877,train, 100,20
18878,train,50 100,2
18879,train,50 100,24
18882,train,50 100,53
18883,train,50 100,37
18884,train, 100,29
18885,train, 100,16
18886,train,50 100,25
18887,train,25 50 100,16
18888,train, 100,6
18889,train,25 50 100,7
18890,train, 100,6
18891,train,50 100,8
18892,train, 100,32
18894,train, 100,44
18895,train,50 100,32
18896,train,50 100,52
18897,train,25 50 100,48
18898,train, 100,32
18899,train, 100,34
18900,train, 100,27
18901,train,50 100,40
18902,train,25 50 100,42
18903,train,25 50 100,46
18908,train,50 100,52
18910,train, 100,37
18911,train, 100,52
18916,train,50 100,44
18917,train, 100,37
18918,train,50 100,12
18919,train, 100,24
18920,train, 100,27
18921,train, 100,7
18922,train, 100,21
18923,train, 100,43
18930,train, 100,32
18931,train, 100,34
18932,train,25 50 100,42
18933,train, 100,43
18934,train, 100,49
18935,train,25 50 100,27
18939,train,10 25 50 100,51
19460,train, 100,23
19461,train,25 50 100,8
19462,train, 100,10
19463,train,25 50 100,14
19465,train,25 50 100,22
19467,train, 100,22
19468,train,25 50 100,19
19469,train, 100,5
19472,train, 100,18
19473,train, 100,30
19474,train,50 100,22
19477,train,50 100,22
19486,train, 100,39
19487,train,10 25 50 100,34
19490,train, 100,30
19491,train, 100,26
19492,train, 100,27
19493,train, 100,19
19494,train,10 25 50 100,29
19495,train,50 100,22
19496,train, 100,30
19497,train,50 100,27
19498,train, 100,28
19499,train, 100,28
19502,train, 100,1
19503,train,25 50 100,26
19505,train,50 100,15
19508,train,50 100,24
19514,train, 100,33
19517,train,25 50 100,30
19518,train, 100,25
19519,train,5 10 25 50 100,38
19520,train, 100,20
19521,train,25 50 100,37
19523,train, 100,43
19524,train, 100,32
19529,train,50 100,28
19530,train,50 100,42
19531,train, 100,16
19532,train,50 100,14
19533,train, 100,22
19536,train, 100,3
19539,train, 100,33
19540,train, 100,15
19541,train, 100,71
19542,train,25 50 100,19
19543,train, 100,19
19545,train,10 25 50 100,19
19548,train,50 100,19
19549,train,10 25 50 100,67
19550,train,50 100,68
19551,train, 100,71
19552,train, 100,50
19553,train, 100,5
19554,train,50 100,59
19558,train, 100,65
19559,train, 100,55
19561,train,50 100,50
19562,train, 100,7
19563,train,10 25 50 100,5
19564,train, 100,7
19565,train,25 50 100,12
19566,train, 100,6
19567,train,50 100,1
19568,train, 100,13
19570,train, 100,14
19573,train,50 100,48
19575,train,50 100,47
19576,train,50 100,44
19577,train,1 5 10 25 50 100,22
19579,train, 100,21
19581,train,50 100,6
19586,train, 100,6
19596,train,25 50 100,1
19604,train, 100,21
19637,train, 100,41
19638,train,50 100,49
19639,train,50 100,50
19640,train,50 100,58
19641,train, 100,53
19642,train, 100,44
19644,train, 100,50
19647,train,50 100,32
19650,train, 100,16
19660,train, 100,30
19664,train,25 50 100,5
19675,train,10 25 50 100,47
19680,train,50 100,33
19681,train,50 100,33
19682,train,50 100,2
19687,train, 100,4
19688,train, 100,3
19689,train,50 100,4
19690,train, 100,2
19691,train,50 100,70
19692,train,50 100,39
19694,train, 100,36
19695,train, 100,21
19696,train, 100,27
19697,train, 100,36
19709,train, 100,3
19716,train, 100,18
19792,train, 100,22
19798,train,50 100,35
19799,train, 100,38
19800,train, 100,24
19801,train,25 50 100,17
19802,train,10 25 50 100,22
19803,train, 100,19
19804,train,50 100,19
19805,train,25 50 100,19
19806,train,50 100,16
19807,train, 100,17
19809,train, 100,26
19810,train, 100,1
19811,train,50 100,10
19812,train, 100,23
19813,train,50 100,27
